#measurement startet at: 06_09_19__15:42 Integration Time in ps: 900000000000000 Coincidence Window im ps: 4000
	H1H2H3H4         	H1H2H3V4         	H1H2V3H4         	H1H2V3V4         	H1V2H3H4         	H1V2H3V4         	H1V2V3H4         	H1V2V3V4         	V1H2H3H4         	V1H2H3V4         	V1H2V3H4         	V1H2V3V4         	V1V2H3H4         	V1V2H3V4         	V1V2V3H4         	V1V2V3V4         	H1               	V1               	H2               	V2               	H3               	V3               	H4               	V4               	H1H2             	H1V2             	V1H2             	V1V2             	H1H3             	H1V3             	V1H3             	V1V3             	H1H4             	H1V4             	V1H4             	V1V4             	H2H3             	H2V3             	V2H3             	V2V3             	H2H4             	H2V4             	V2H4             	V2V4             	H3H4             	H3V4             	V3H4             	V3V4             	H1V1H2V2H3V3     	H1V1H2V2H3H4     	H1V1H2V2H3V4     	H1V1H2V2V3H4     	H1V1H2V2V3V4     	H1V1H2V2H4V4     	H1V1H2H3V3H4     	H1V1H2H3V3V4     	H1V1H2H3H4V4     	H1V1H2V3H4V4     	H1V1V2H3V3H4     	H1V1V2H3V3V4     	H1V1V2H3H4V4     	H1V1V2V3H4V4     	H1V1H3V3H4V4     	H1H2V2H3V3H4     	H1H2V2H3V3V4     	H1H2V2H3H4V4     	H1H2V2V3H4V4     	H1H2H3V3H4V4     	H1V2H3V3H4V4     	V1H2V2H3V3H4     	V1H2V2H3V3V4     	V1H2V2H3H4V4     	V1H2V2V3H4V4     	V1H2H3V3H4V4     	V1V2H3V3H4V4     	H2V2H3V3H4V4     	
yzzy	216.0	        	185.0	         	20.0	         	16.0	         	8.0		          	13.0	          	222.0	         	176.0	         	250.0	        	186.0	        	12.0	        	14.0	          	13.0	         	12.0	          	238.0	          	172.0          	144814038.0      	118314810.0      	132131088.0      	94984589.0       	108584352.0      	120405628.0      	118731184.0      	73917775.0       	4194926.0        	186779.0         	4889456.0        	156596.0         	212192.0         	4873113.0        	193690.0         	2855877.0        	225980.0         	141648.0         	186799.0         	117069.0         	191013.0         	210122.0         	137903.0         	152841.0         	210797.0         	148884.0         	4042690.0        	2373885.0        	2799401.0        	2286490.0        	196301.0         	123841.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yzyz	15.0	        	295.0	         	12.0	         	177.0	         	220.0	          	8.0		          	286.0	         	12.0	         	18.0	        	233.0	        	15.0	        	172.0	          	233.0	         	4.0		          	189.0	          	8.0          	144579281.0      	118200146.0      	132515079.0      	94399410.0       	117405830.0      	112875780.0      	143176553.0      	78912073.0       	4218341.0        	186549.0         	4925302.0        	156550.0         	2430004.0        	2714956.0        	1561569.0        	1516757.0        	273168.0         	151805.0         	224885.0         	125444.0         	208184.0         	197767.0         	148033.0         	142475.0         	260443.0         	158011.0         	8036440.0        	179708.0         	251026.0         	2480339.0        	240991.0         	2416585.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yzyy	119.0	        	113.0	         	148.0	         	152.0	         	117.0	          	156.0	          	116.0	         	72.0	         	104.0	        	147.0	        	95.0	        	76.0	          	77.0	         	145.0	          	177.0	          	153.0          	146124302.0      	119635169.0      	131995473.0      	95867591.0       	118227727.0      	113330314.0      	119623526.0      	73932763.0       	4221174.0        	190377.0         	4925453.0        	159729.0         	2432434.0        	2715749.0        	1572615.0        	1522071.0        	230344.0         	142862.0         	190436.0         	118728.0         	208923.0         	198320.0         	152398.0         	145043.0         	212576.0         	148517.0         	4122498.0        	2363064.0        	1546278.0        	1240596.0        	1496920.0        	1206586.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yzxy	81.0	        	166.0	         	87.0	         	148.0	         	133.0	          	112.0	          	127.0	         	93.0	         	88.0	        	162.0	        	88.0	        	131.0	          	80.0	         	141.0	          	160.0	          	137.0          	146132595.0      	119557747.0      	131935989.0      	96255589.0       	117620022.0      	110168602.0      	120502446.0      	74551293.0       	4195530.0        	191233.0         	4879668.0        	159342.0         	2385550.0        	2624735.0        	1718647.0        	1297972.0        	231791.0         	144709.0         	191653.0         	118638.0         	205941.0         	192684.0         	151201.0         	141438.0         	213923.0         	148521.0         	4166126.0        	2369857.0        	1471845.0        	1186815.0        	1529998.0        	1237276.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yzyx	144.0	        	108.0	         	128.0	         	93.0	         	119.0	          	101.0	          	173.0	         	119.0	         	108.0	        	172.0	        	126.0	        	110.0	          	81.0	         	102.0	          	91.0	          	105.0          	145052592.0      	118405499.0      	131736958.0      	95408395.0       	117861195.0      	113108360.0      	127204631.0      	94593784.0       	4164086.0        	188633.0         	4846294.0        	157161.0         	2401305.0        	2670401.0        	1546864.0        	1497127.0        	243076.0         	181794.0         	201045.0         	150743.0         	205696.0         	197231.0         	150469.0         	144146.0         	231349.0         	184681.0         	3570777.0        	3614362.0        	2088930.0        	1250115.0        	2037247.0        	1219073.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyzz	19.0	        	212.0	         	303.0	         	18.0	         	16.0	          	162.0	          	253.0	         	13.0	         	15.0	        	229.0	        	182.0	        	12.0	          	12.0	         	160.0	          	213.0	          	9.0          	143798664.0      	117477124.0      	116607208.0      	106855717.0      	107762099.0      	119818344.0      	142417384.0      	78843211.0       	2155119.0        	2084477.0        	2474690.0        	2413689.0        	208026.0         	4861121.0        	191375.0         	2845123.0        	269325.0         	149645.0         	222371.0         	123592.0         	166991.0         	184992.0         	153358.0         	171037.0         	4379980.0        	205763.0         	4048624.0        	130740.0         	256274.0         	4732768.0        	228011.0         	136461.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyzx	143.0	        	92.0	         	152.0	         	148.0	         	132.0	          	105.0	          	144.0	         	137.0	         	167.0	        	103.0	        	108.0	        	108.0	          	129.0	         	104.0	          	111.0	          	86.0          	144921692.0      	118535071.0      	116793076.0      	107286897.0      	108035776.0      	120111977.0      	125162396.0      	93318420.0       	2172813.0        	2104064.0        	2499629.0        	2437862.0        	210033.0         	4903861.0        	193557.0         	2868463.0        	238537.0         	179832.0         	197047.0         	148782.0         	168128.0         	185065.0         	155336.0         	171971.0         	1767466.0        	2138280.0        	2005111.0        	1663101.0        	3789926.0        	2242014.0        	208054.0         	155579.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyxz	143.0	        	113.0	         	180.0	         	92.0	         	165.0	          	93.0	          	148.0	         	101.0	         	175.0	        	103.0	        	88.0	        	118.0	          	117.0	         	109.0	          	117.0	          	111.0          	145664925.0      	119173650.0      	117154848.0      	107786195.0      	117046723.0      	109554151.0      	143927933.0      	80991180.0       	2161723.0        	2096834.0        	2485033.0        	2425935.0        	2388650.0        	2629526.0        	1715259.0        	1297893.0        	277132.0         	156191.0         	227808.0         	128878.0         	181953.0         	169574.0         	168228.0         	157543.0         	4484494.0        	209705.0         	4183906.0        	135469.0         	252685.0         	2402384.0        	237711.0         	2521084.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyxx	28.0	        	222.0	         	109.0	         	31.0	         	269.0	          	18.0	          	31.0	         	189.0	         	268.0	        	21.0	        	31.0	        	215.0	          	30.0	         	179.0	          	219.0	          	23.0          	145362913.0      	118722692.0      	116981042.0      	107371807.0      	116941390.0      	109466250.0      	127629398.0      	94487673.0       	2136240.0        	2065609.0        	2449446.0        	2385203.0        	2366924.0        	2599597.0        	1698192.0        	1283659.0        	243527.0         	181816.0         	201430.0         	151031.0         	182481.0         	169309.0         	168292.0         	156355.0         	1804561.0        	2175136.0        	2049457.0        	1690213.0        	1985004.0        	1180802.0        	2063230.0        	1231672.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyzy	88.0	        	96.0	         	136.0	         	147.0	         	158.0	          	148.0	          	107.0	         	133.0	         	142.0	        	159.0	        	140.0	        	144.0	          	145.0	         	149.0	          	153.0	          	136.0          	143784080.0      	117253712.0      	116350914.0      	106558654.0      	107801180.0      	119585015.0      	117914178.0      	73400081.0       	2130812.0        	2060460.0        	2447605.0        	2379401.0        	207740.0         	4830022.0        	191389.0         	2818743.0        	222955.0         	140010.0         	183295.0         	115124.0         	166769.0         	184099.0         	153965.0         	170494.0         	2231144.0        	1350098.0        	2077485.0        	1195521.0        	2775033.0        	2270185.0        	193563.0         	122596.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyyz	112.0	        	99.0	         	144.0	         	123.0	         	117.0	          	126.0	          	121.0	         	129.0	         	138.0	        	137.0	        	134.0	        	132.0	          	145.0	         	131.0	          	146.0	          	137.0          	143191424.0      	117029583.0      	116040786.0      	106367289.0      	116266677.0      	111797539.0      	141667655.0      	77923395.0       	2146555.0        	2078093.0        	2478752.0        	2412532.0        	2403902.0        	2688090.0        	1543708.0        	1497390.0        	267562.0         	148627.0         	221223.0         	121189.0         	179470.0         	172644.0         	165261.0         	158630.0         	4331926.0        	202712.0         	4011042.0        	128701.0         	246429.0         	2444381.0        	236875.0         	2381862.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyyy	28.0	        	173.0	         	224.0	         	18.0	         	246.0	          	13.0	          	36.0	         	216.0	         	231.0	        	18.0	        	16.0	        	264.0	          	26.0	         	258.0	          	201.0	          	16.0          	144793681.0      	118422315.0      	116364699.0      	107104361.0      	117035731.0      	112411280.0      	118360550.0      	72946395.0       	2154363.0        	2088403.0        	2478740.0        	2424518.0        	2415686.0        	2697076.0        	1553330.0        	1505789.0        	225392.0         	139837.0         	186753.0         	116106.0         	181418.0         	173736.0         	167489.0         	160820.0         	2245322.0        	1332626.0        	2101317.0        	1187155.0        	1521294.0        	1216910.0        	1476969.0        	1185671.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyxy	106.0	        	85.0	         	127.0	         	158.0	         	135.0	          	168.0	          	90.0	         	149.0	         	165.0	        	140.0	        	100.0	        	92.0	          	121.0	         	132.0	          	165.0	          	110.0          	144800732.0      	118336734.0      	116690795.0      	107062880.0      	116475654.0      	109221025.0      	119863681.0      	73674729.0       	2140422.0        	2064761.0        	2455845.0        	2390987.0        	2361941.0        	2605175.0        	1696681.0        	1283270.0        	228341.0         	141535.0         	187694.0         	117074.0         	180882.0         	169412.0         	166341.0         	156960.0         	2272994.0        	1340921.0        	2125196.0        	1190271.0        	1449947.0        	1169958.0        	1511163.0        	1219384.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yyyx	142.0	        	138.0	         	112.0	         	162.0	         	127.0	          	114.0	          	138.0	         	117.0	         	104.0	        	166.0	        	96.0	        	156.0	          	164.0	         	140.0	          	85.0	          	153.0          	144054540.0      	117517501.0      	116192067.0      	106649445.0      	116821599.0      	112210907.0      	126737053.0      	93583079.0       	2125362.0        	2057953.0        	2439363.0        	2374423.0        	2383837.0        	2652812.0        	1531704.0        	1480998.0        	240045.0         	179996.0         	197986.0         	147724.0         	181038.0         	172328.0         	166025.0         	160263.0         	1785649.0        	2156234.0        	2029514.0        	1669361.0        	2063386.0        	1231796.0        	2013491.0        	1205313.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyzz	17.0	        	205.0	         	177.0	         	13.0	         	10.0	          	257.0	          	176.0	         	8.0		         	21.0	        	220.0	        	293.0	        	12.0	          	16.0	         	180.0	          	185.0	          	8.0          	140839493.0      	125390069.0      	115385775.0      	105750524.0      	106444698.0      	118836168.0      	141575253.0      	77997246.0       	2612017.0        	2536799.0        	2204511.0        	2140247.0        	213125.0         	3743966.0        	192208.0         	3937685.0        	261880.0         	145491.0         	235826.0         	130874.0         	163334.0         	180908.0         	149957.0         	167612.0         	4317910.0        	200953.0         	3998174.0        	128088.0         	252198.0         	4661992.0        	223849.0         	134917.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyzx	106.0	        	148.0	         	135.0	         	148.0	         	102.0	          	137.0	          	148.0	         	152.0	         	104.0	        	110.0	        	127.0	        	102.0	          	131.0	         	168.0	          	96.0	          	135.0          	141989172.0      	126516815.0      	115551846.0      	106166227.0      	106646383.0      	119120387.0      	124295126.0      	92223412.0       	2693616.0        	2623429.0        	2174774.0        	2114122.0        	215329.0         	3686191.0        	194671.0         	4062093.0        	232211.0         	173813.0         	208961.0         	155933.0         	163555.0         	183097.0         	151840.0         	167944.0         	1742494.0        	2101601.0        	1976998.0        	1630536.0        	3718760.0        	2209263.0        	203987.0         	152112.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyxz	111.0	        	170.0	         	105.0	         	171.0	         	100.0	          	177.0	          	184.0	         	164.0	         	128.0	        	149.0	        	105.0	        	169.0	          	122.0	         	150.0	          	186.0	          	158.0          	143039916.0      	127556713.0      	115918133.0      	106659259.0      	115814897.0      	108305013.0      	142837442.0      	80011750.0       	2680055.0        	2612664.0        	2166730.0        	2110781.0        	1883653.0        	1947716.0        	2233154.0        	1947518.0        	268797.0         	152609.0         	242309.0         	136495.0         	178626.0         	166244.0         	165234.0         	153772.0         	4419562.0        	205471.0         	4122491.0        	132557.0         	248009.0         	2365973.0        	233996.0         	2480929.0        	0.0              	0.0              	0.0              	1.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyxx	143.0	        	116.0	         	112.0	         	150.0	         	115.0	          	142.0	          	139.0	         	168.0	         	112.0	        	158.0	        	120.0	        	115.0	          	136.0	         	114.0	          	104.0	          	161.0          	142659096.0      	127115721.0      	115982086.0      	106390562.0      	115960945.0      	108618828.0      	127044581.0      	93325427.0       	2650389.0        	2571492.0        	2140369.0        	2076076.0        	1869211.0        	1933383.0        	2215082.0        	1936686.0        	238750.0         	175631.0         	214448.0         	159192.0         	178741.0         	166674.0         	165474.0         	154828.0         	1787189.0        	2139406.0        	2032024.0        	1662220.0        	1958992.0        	1166308.0        	2040555.0        	1218312.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyzy	126.0	        	131.0	         	118.0	         	148.0	         	111.0	          	157.0	          	120.0	         	149.0	         	157.0	        	149.0	        	112.0	        	142.0	          	148.0	         	143.0	          	105.0	          	140.0          	141132142.0      	125738869.0      	115189548.0      	105631019.0      	106903813.0      	118557946.0      	117568653.0      	72744194.0       	2637614.0        	2564893.0        	2129749.0        	2065722.0        	214446.0         	3621160.0        	192823.0         	3995109.0        	216759.0         	135943.0         	196748.0         	122451.0         	164108.0         	181064.0         	150641.0         	166534.0         	2210292.0        	1334860.0        	2062570.0        	1180205.0        	2747096.0        	2250868.0        	191035.0         	120513.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyyz	114.0	        	110.0	         	136.0	         	129.0	         	124.0	          	139.0	          	127.0	         	146.0	         	111.0	        	148.0	        	120.0	        	146.0	          	123.0	         	156.0	          	109.0	          	158.0          	140219567.0      	124908105.0      	114816305.0      	105240949.0      	115115646.0      	110623566.0      	140757414.0      	76953317.0       	2658258.0        	2586211.0        	2147379.0        	2082716.0        	2069267.0        	1797961.0        	1882069.0        	2345052.0        	259674.0         	143473.0         	232747.0         	128410.0         	175482.0         	168612.0         	162249.0         	155370.0         	4274319.0        	197841.0         	3959530.0        	125278.0         	242111.0         	2409765.0        	231964.0         	2350123.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyyy	143.0	        	126.0	         	109.0	         	147.0	         	116.0	          	140.0	          	103.0	         	99.0	         	108.0	        	147.0	        	132.0	        	100.0	          	157.0	         	122.0	          	105.0	          	147.0          	142215296.0      	126632862.0      	114895191.0      	105782035.0      	115606523.0      	111106043.0      	117222073.0      	71977687.0       	2676916.0        	2611075.0        	2155627.0        	2099460.0        	2089470.0        	1815234.0        	1893744.0        	2365393.0        	218778.0         	135546.0         	197277.0         	122003.0         	176531.0         	169385.0         	163516.0         	157116.0         	2198333.0        	1310206.0        	2057635.0        	1166983.0        	1491464.0        	1193721.0        	1446548.0        	1163764.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyxy	40.0	        	208.0	         	243.0	         	21.0	         	296.0	          	15.0	          	27.0	         	156.0	         	164.0	        	15.0	        	32.0	        	211.0	          	32.0	         	224.0	          	235.0	          	16.0          	142348754.0      	126933651.0      	115224505.0      	105960961.0      	115198588.0      	107863625.0      	117652752.0      	72834792.0       	2653506.0        	2577377.0        	2140573.0        	2082331.0        	1863610.0        	1927372.0        	2212128.0        	1933655.0        	219947.0         	137265.0         	199049.0         	124246.0         	176165.0         	164067.0         	162412.0         	152856.0         	2237120.0        	1321527.0        	2092094.0        	1172757.0        	1429739.0        	1152197.0        	1488378.0        	1202293.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
xyyx	262.0	        	28.0	         	26.0	         	221.0	         	42.0	          	219.0	          	258.0	         	28.0	         	27.0	        	210.0	        	253.0	        	28.0	          	260.0	         	16.0	          	31.0	          	202.0          	141531431.0      	126147044.0      	115186308.0      	105727605.0      	115901255.0      	111379540.0      	125311788.0      	92685765.0       	2629462.0        	2555984.0        	2117323.0        	2056730.0        	2058529.0        	1780413.0        	1871873.0        	2324598.0        	233268.0         	174221.0         	210536.0         	156709.0         	176946.0         	169732.0         	163773.0         	157127.0         	1773230.0        	2125165.0        	2013349.0        	1650983.0        	2042466.0        	1221231.0        	1995548.0        	1194696.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yxzz	16.0	        	216.0	         	209.0	         	12.0	         	12.0	          	192.0	          	220.0	         	8.0		         	13.0	        	232.0	        	216.0	        	13.0	          	10.0	         	220.0	          	230.0	          	8.0          	141617277.0      	115628028.0      	115786618.0      	104706900.0      	105908048.0      	117791685.0      	139746806.0      	78177422.0       	2237984.0        	1908055.0        	2591733.0        	2209227.0        	201090.0         	4755950.0        	185791.0         	2769973.0        	260594.0         	146641.0         	215553.0         	121228.0         	163334.0         	180686.0         	148558.0         	164270.0         	4062948.0        	175948.0         	4258763.0        	150153.0         	250139.0         	4667890.0        	219263.0         	133567.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yxzx	128.0	        	118.0	         	102.0	         	122.0	         	124.0	          	144.0	          	106.0	         	110.0	         	107.0	        	133.0	        	145.0	        	93.0	          	124.0	         	141.0	          	124.0	          	145.0          	141405001.0      	115555327.0      	115546867.0      	104908894.0      	105380027.0      	117974822.0      	121487706.0      	90772251.0       	2233690.0        	1948780.0        	2592432.0        	2261513.0        	200521.0         	4799163.0        	184662.0         	2794374.0        	226324.0         	170042.0         	186349.0         	140803.0         	161870.0         	180544.0         	147513.0         	165460.0         	1799843.0        	1835919.0        	1873356.0        	1831496.0        	3628139.0        	2164770.0        	198942.0         	148181.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yxxz	106.0	        	168.0	         	116.0	         	149.0	         	112.0	          	95.0	          	131.0	         	141.0	         	129.0	        	142.0	        	149.0	        	112.0	          	137.0	         	106.0	          	141.0	          	142.0          	142891167.0      	116847775.0      	115836241.0      	105678261.0      	114661789.0      	107191167.0      	140427916.0      	78591164.0       	2231145.0        	1966628.0        	2583829.0        	2281462.0        	2345966.0        	2579567.0        	1683096.0        	1265470.0        	264962.0         	148614.0         	218550.0         	123010.0         	177079.0         	163924.0         	161445.0         	151563.0         	4170835.0        	178567.0         	4261989.0        	149510.0         	241313.0         	2325075.0        	226680.0         	2436926.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yxxx	104.0	        	148.0	         	120.0	         	129.0	         	139.0	          	116.0	          	110.0	         	145.0	         	132.0	        	147.0	        	100.0	        	144.0	          	125.0	         	151.0	          	134.0	          	90.0          	142605467.0      	116458509.0      	115959914.0      	105582400.0      	114663295.0      	107558275.0      	125019884.0      	92204067.0       	2201626.0        	1943653.0        	2545085.0        	2250147.0        	2322062.0        	2559578.0        	1665014.0        	1254593.0        	234292.0         	174407.0         	193778.0         	143468.0         	176322.0         	165309.0         	162123.0         	151687.0         	1872206.0        	1897137.0        	1931055.0        	1861465.0        	1932780.0        	1150470.0        	2015573.0        	1205242.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yxzy	156.0	        	157.0	         	107.0	         	134.0	         	148.0	          	148.0	          	119.0	         	134.0	         	131.0	        	133.0	        	132.0	        	136.0	          	132.0	         	154.0	          	132.0	          	152.0          	141782766.0      	115607170.0      	115669405.0      	105239226.0      	106546958.0      	117773031.0      	116361248.0      	72201029.0       	2192151.0        	1935098.0        	2532880.0        	2239023.0        	202716.0         	4731908.0        	186552.0         	2754302.0        	216541.0         	135946.0         	178488.0         	111849.0         	163870.0         	180174.0         	150132.0         	165767.0         	2330136.0        	1114242.0        	1974741.0        	1369556.0        	2739874.0        	2243658.0        	187729.0         	118589.0         	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
yxyz	100.0	        	139.0	         	129.0	         	96.0	         	124.0	          	141.0	          	118.0	         	135.0	         	136.0	        	88.0	        	132.0	        	146.0	          	148.0	         	87.0	          	144.0	          	156.0          	140445458.0      	114544799.0      	114944996.0      	104256328.0      	114152570.0      	109771393.0      	138754430.0      	76815758.0       	2199888.0        	1921342.0        	2551142.0        	2230880.0        	2341734.0        	2612398.0        	1498188.0        	1449208.0        	256257.0         	142810.0         	212017.0         	117469.0         	174377.0         	167460.0         	158969.0         	152395.0         	4060678.0        	172376.0         	4147541.0        	146468.0         	236623.0         	2400674.0        	227677.0         	2343439.0        	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	1.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	0.0              	
